Country Name	Indicator Name	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
Macao SAR, China	Merchandise exports (current US$)	11000000	14000000	17000000	21000000	22000000	21000000	24000000	25000000	28000000	37000000	42000000	49000000	72000000	100000000	110000000	133000000	188000000	219000000	258000000	389000000	613000000	686000000	722000000	763000000	913000000	906000000	1046000000	1402000000	1505000000	1643000000	1701000000	1665000000	1766000000	1787000000	1866000000	1997000000	1996000000	2148000000	2141000000	2200000000	2539000000	2300000000	2356000000	2581000000	2812000000	2476000000	2557000000	2543000000	1997000000	961000000	870000000	869000000	1021000000	1138000000	1241000000	1339000000	1257000000	1406000000	1510000000
St. Martin (French part)	Merchandise exports (current US$)																																																				127000000	131000000	164000000	132000000	129000000	132000000	123000000	165000000
Morocco	Merchandise exports (current US$)	354000000	342000000	349000000	384000000	432000000	430000000	428000000	424000000	450000000	485000000	488000000	502000000	643000000	910000000	1708000000	1543000000	1261000000	1302000000	1508000000	1959000000	2441000000	2386000000	2062000000	2006000000	2171000000	2165000000	2433000000	2807000000	3626000000	3337000000	4265000000	4284000000	3973000000	3696000000	5556000000	6881000000	6881000000	7032000000	7153000000	7503000000	7432000000	7144000000	7849000000	8778000000	9925000000	11190000000	12744000000	15340000000	20345000000	14054000000	17771000000	21654000000	21446000000	21972000000	23920000000	22334000000	22839000000	25332000000	29074000000
Monaco	Merchandise exports (current US$)
Moldova	Merchandise exports (current US$)																																	470000000	483000000	565000000	745000000	795000000	875000000	630000000	465000000	472000000	568000000	644000000	790000000	985000000	1091000000	1052000000	1342000000	1591000000	1283000000	1541000000	2217000000	2162000000	2428000000	2340000000	1967000000	2045000000	2425000000	2707000000
Madagascar	Merchandise exports (current US$)	75000000	78000000	94000000	82000000	92000000	92000000	98000000	104000000	116000000	111000000	145000000	147000000	166000000	203000000	244000000	301000000	275000000	338000000	388000000	394000000	401000000	316000000	308000000	263000000	334000000	274000000	315000000	331000000	274000000	316000000	319000000	335000000	327000000	335000000	450000000	507000000	509000000	516000000	538000000	584000000	824000000	928000000	486000000	856000000	992000000	855000000	985000000	1238000000	1310000000	1052000000	1149000000	1590000000	1516000000	1923000000	2196000000	2048000000	2254000000	2848000000	3052000000
Maldives	Merchandise exports (current US$)	2000000	2000000	2000000	2000000	2000000	2000000	2000000	3000000	2000000	3000000	4000000	4000000	3000000	4000000	4000000	3000000	3000000	3000000	4000000	5000000	8000000	9000000	10000000	13000000	18000000	23000000	25000000	31000000	40000000	45000000	78000000	76000000	65000000	53000000	75000000	85000000	80000000	90000000	96000000	91000000	109000000	110000000	132000000	152000000	181000000	162000000	225000000	228000000	331000000	169000000	198000000	346000000	314000000	331000000	301000000	240000000	256000000	318000000	350000000
Middle East & North Africa	Merchandise exports (current US$)	5338061746	5440120283	5756301635	7163108536	8201704242	8745015868	9509454327	10541046015	12146967122	13432704581	14753462126	19901414831	21409279695	31849267747	93756775964	86169424096	1.03672E+11	1.13617E+11	1.12424E+11	1.72388E+11	2.55744E+11	2.43547E+11	1.94923E+11	1.55388E+11	1.44555E+11	1.32982E+11	93247483850	1.11343E+11	1.12631E+11	1.4011E+11	1.73813E+11	1.58288E+11	1.67479E+11	1.6041E+11	1.68504E+11	1.87822E+11	2.23429E+11	2.29143E+11	1.79336E+11	2.2606E+11	3.23108E+11	2.90207E+11	3.02769E+11	3.65097E+11	4.81665E+11	6.53498E+11	7.96057E+11	9.2708E+11	1.24554E+12	8.59243E+11	1.07727E+12	1.4353E+12	1.56961E+12	1.53798E+12	1.41711E+12	9.98708E+11	9.19191E+11	1.06049E+12	1.27818E+12
Mexico	Merchandise exports (current US$)	764000000	826000000	930000000	985000000	1054000000	1145000000	1199000000	1145000000	1254000000	1430000000	1402000000	1504000000	1694000000	2250000000	2958000000	2904000000	3417000000	4167000000	6005000000	8982000000	18031000000	23307000000	24055000000	25953000000	29101000000	26757000000	21804000000	27600000000	30691000000	35171000000	40711000000	42688000000	46196000000	51886000000	60882000000	79542000000	96000000000	1.10431E+11	1.1746E+11	1.36391E+11	1.66367E+11	1.58547E+11	1.60682E+11	1.65396E+11	1.8798E+11	2.14207E+11	2.49961E+11	2.71821E+11	2.91265E+11	2.29712E+11	2.98305E+11	3.49569E+11	3.7077E+11	3.80015E+11	3.96912E+11	3.8055E+11	3.73947E+11	4.09401E+11	4.50572E+11
Marshall Islands	Merchandise exports (current US$)																													2000000	2000000	3000000	11000000	9000000	8000000	22000000	23000000	19000000	16000000	6000000	8000000	9000000	13000000	14000000	15000000	20000000	25000000	18000000	18000000	20000000	21000000	32000000	50000000	107000000	65000000	55000000	47000000	53000000	59000000	61000000
Middle income	Merchandise exports (current US$)	28552394520	28331455405	28794972001	32057809953	35564364248	37666185313	39555770374	41039140290	43244797249	47980170440	52826225848	57881094098	64793597904	95140182211	1.589E+11	1.55008E+11	1.76023E+11	2.03962E+11	2.20382E+11	3.02113E+11	3.96038E+11	3.71223E+11	3.55261E+11	3.53404E+11	3.75768E+11	3.65332E+11	3.23046E+11	3.82947E+11	4.29604E+11	4.81264E+11	5.23257E+11	5.3063E+11	5.77264E+11	6.08468E+11	7.30256E+11	8.82218E+11	9.60311E+11	1.04216E+12	9.8692E+11	1.0714E+12	1.32494E+12	1.28556E+12	1.40006E+12	1.68113E+12	2.15895E+12	2.68316E+12	3.27112E+12	3.91691E+12	4.77254E+12	3.69667E+12	4.7906E+12	5.91333E+12	6.1258E+12	6.24334E+12	6.3184E+12	5.49986E+12	5.17736E+12	5.8354E+12	6.51109E+12
North Macedonia	Merchandise exports (current US$)																																	1199000000	1055000000	1086000000	1204000000	1147000000	1237000000	1311000000	1191000000	1323000000	1158000000	1116000000	1367000000	1676000000	2041000000	2401000000	3398000000	3991000000	2708000000	3351000000	4478000000	4015000000	4299000000	4964000000	4530000000	4855000000	5684000000	6908000000
Mali	Merchandise exports (current US$)	13000000	14000000	10000000	11000000	17000000	16000000	13000000	11000000	11000000	17000000	33000000	29000000	34000000	58000000	64000000	53000000	84000000	125000000	112000000	148000000	205000000	154000000	145000000	165000000	132000000	123000000	211000000	178000000	214000000	246000000	359000000	312000000	342000000	478000000	335000000	441000000	433000000	561000000	556000000	571000000	545000000	725000000	874000000	928000000	976000000	1101000000	1550000000	1556000000	2097000000	1774000000	1996000000	2374000000	2610000000	2339000000	2776000000	2717000000	2826000000	2907000000	2943000000
Malta	Merchandise exports (current US$)	11000000	13000000	12000000	15000000	19000000	24000000	30000000	27000000	34000000	38000000	39000000	46000000	68000000	98000000	134000000	166000000	228000000	289000000	342000000	424000000	483000000	449000000	411000000	363000000	394000000	400000000	497000000	605000000	714000000	844000000	1133000000	1234000000	1540000000	1355000000	1570000000	1914000000	1731000000	1641000000	1834000000	1978000000	2453000000	1822000000	2028000000	2252000000	2517000000	2399000000	2796000000	3437000000	3481000000	2857000000	3586000000	4386000000	4250000000	3637000000	2929000000	2607000000	3146000000	2516000000	3012000000
Myanmar	Merchandise exports (current US$)	224000000	221000000	265000000	270000000	233000000	225000000	194000000	124000000	111000000	132000000	108000000	125000000	120000000	131000000	189000000	173000000	208000000	215000000	245000000	387000000	477000000	466000000	395000000	382000000	304000000	306000000	291000000	221000000	167000000	212000000	325000000	419000000	531000000	586000000	798000000	851000000	746000000	866000000	1065000000	1125000000	1620000000	2358000000	3015000000	2458000000	2355000000	3776000000	4539000000	6253000000	6882000000	6662000000	8661000000	9238000000	8877000000	11233000000	11453000000	11429000000	11831000000	13879000000	16795000000
Middle East & North Africa (excluding high income)	Merchandise exports (current US$)	2939133823	2942139072	2988219562	4164273791	4921596616	5094899326	5377392761	6123696339	7234636833	8082117138	8754291233	10939107480	9650857276	14351067194	34762720491	33997383667	38510266377	42342960994	42503240957	64133021974	85976175691	64371438419	67991762085	64952453285	60569798045	60205161129	40515769415	50273813917	50220721179	61316101623	72714010497	60234211872	58486158525	53700799877	57396254776	61935182980	71587042006	72100939638	58487160275	80083883549	1.13303E+11	99141171158	1.03472E+11	1.18318E+11	1.55348E+11	2.10759E+11	2.65735E+11	3.14573E+11	4.18264E+11	2.82796E+11	3.54071E+11	4.12988E+11	4.30158E+11	3.88062E+11	3.55462E+11	2.4765E+11	2.36126E+11	2.90274E+11	3.48503E+11
Montenegro	Merchandise exports (current US$)																																															556000000	626000000	617000000	388000000	437000000	628000000	469000000	498000000	438000000	352000000	361000000	421000000	472000000
Mongolia	Merchandise exports (current US$)																					403000000	469000000	560000000	610000000	674000000	689000000	716000000	717000000	739000000	721000000	661000000	348000000	389000000	383000000	356000000	473000000	424000000	569000000	462000000	454000000	536000000	521000000	524000000	616000000	870000000	1065000000	1543000000	1889000000	2539000000	1903000000	2899000000	4818000000	4385000000	4269000000	5775000000	4669000000	4916000000	6201000000	7012000000
Northern Mariana Islands	Merchandise exports (current US$)																																			430000000	432000000	563000000	815000000	1085000000	1062000000	1017000000	959000000	825000000	838000000	826000000	691000000	509000000	329000000	115000000	9000000	5000000	2000000	4000000	4000000	2000000	2000000	6000000	7000000	5000000
Mozambique	Merchandise exports (current US$)	75000000	89000000	91000000	101000000	106000000	108000000	112000000	122000000	154000000	142000000	156000000	163000000	177000000	226000000	298000000	198000000	150000000	149000000	163000000	254000000	281000000	281000000	229000000	132000000	96000000	77000000	79000000	97000000	103000000	105000000	126000000	162000000	139000000	132000000	157000000	168000000	217000000	222000000	230000000	263000000	364000000	703000000	810000000	1045000000	1504000000	1783000000	2381000000	2412000000	2653000000	2147000000	3000000000	3604000000	3856000000	4024000000	4421000000	3413000000	3328000000	4725000000	5196000000
Mauritania	Merchandise exports (current US$)	2000000	2000000	3000000	16000000	46000000	58000000	69000000	70000000	72000000	76000000	89000000	94000000	100000000	155000000	180000000	176000000	178000000	157000000	123000000	147000000	194000000	261000000	233000000	292000000	291000000	374000000	360000000	428000000	354000000	437000000	469000000	439000000	425000000	423000000	410000000	488000000	491000000	429000000	387000000	358000000	355000000	355000000	332000000	318000000	440000000	625000000	1367000000	1454000000	1788000000	1364000000	2074000000	2749000000	2641000000	2652000000	1935000000	1389000000	1401000000	1722000000	1931000000
Mauritius	Merchandise exports (current US$)	39000000	62000000	64000000	90000000	77000000	66000000	71000000	63000000	64000000	66000000	69000000	66000000	106000000	137000000	312000000	298000000	265000000	309000000	325000000	381000000	431000000	332000000	364000000	366000000	372000000	436000000	662000000	884000000	994000000	986000000	1194000000	1195000000	1302000000	1299000000	1347000000	1538000000	1802000000	1592000000	1645000000	1554000000	1557000000	1628000000	1801000000	1898000000	1993000000	2143000000	2329000000	2238000000	2384000000	1939000000	2261000000	2565000000	2649000000	2869000000	3094000000	2662000000	2376000000	2342000000	2373000000
Malawi	Merchandise exports (current US$)	25000000	26000000	29000000	30000000	35000000	40000000	49000000	57000000	48000000	53000000	60000000	71000000	80000000	98000000	120000000	140000000	166000000	200000000	185000000	233000000	295000000	283000000	239000000	229000000	314000000	249000000	248000000	277000000	288000000	267000000	417000000	469000000	396000000	320000000	342000000	405000000	481000000	537000000	431000000	453000000	379000000	449000000	407000000	525000000	483000000	509000000	668000000	869000000	879000000	1188000000	1066000000	1425000000	1183000000	1208000000	1370000000	1080000000	1022000000	884000000	1013000000
Malaysia	Merchandise exports (current US$)	1187000000	1058000000	1065000000	1088000000	1105000000	1236000000	1256000000	1217000000	1347000000	1651000000	1687000000	1644000000	1722000000	3049000000	4236000000	3843000000	5295000000	6079000000	7404000000	11079000000	12945000000	11770000000	12030000000	14104000000	16483000000	15316000000	13690000000	17958000000	21082000000	25047000000	29452000000	34350000000	40771000000	47131000000	58845000000	73915000000	78327000000	78736000000	73256000000	84621000000	98229000000	87969000000	94061000000	1.04706E+11	1.26646E+11	1.41626E+11	1.60749E+11	1.75966E+11	1.99414E+11	1.57244E+11	1.98612E+11	2.28086E+11	2.27538E+11	2.28331E+11	2.33927E+11	1.99158E+11	1.89659E+11	2.17722E+11	2.47365E+11
North America	Merchandise exports (current US$)	25447209778	26278314610	27189429533	29207684105	33731254685	35176436972	39388968319	41939290003	47239958602	51688519720	60019570556	61930811630	70392878991	97272269417	1.33962E+11	1.42948E+11	1.57412E+11	1.66748E+11	1.94304E+11	2.44688E+11	2.93337E+11	3.1147E+11	2.87693E+11	2.82411E+11	3.14289E+11	3.09788E+11	3.17552E+11	3.52319E+11	4.39563E+11	4.85694E+11	5.21281E+11	5.48948E+11	5.82683E+11	6.09986E+11	6.78035E+11	7.76996E+11	8.26774E+11	9.03661E+11	8.9651E+11	9.34294E+11	1.0586E+12	9.88994E+11	9.45553E+11	9.97562E+11	1.13171E+12	1.26161E+12	1.41417E+12	1.56892E+12	1.74394E+12	1.37217E+12	1.66599E+12	1.93386E+12	2.00131E+12	2.03792E+12	2.09685E+12	1.91256E+12	1.84108E+12	1.96712E+12	2.11395E+12
Namibia	Merchandise exports (current US$)																					1459000000	1088000000	934000000	846000000	766000000	727000000	977000000	993000000	1055000000	1122000000	1085000000	1213000000	1341000000	1240000000	1308000000	1409000000	1418000000	1338000000	1232000000	1234000000	1320000000	1179000000	1072000000	1262000000	1827000000	2070000000	2647000000	2922000000	3141000000	3146000000	4026000000	4407000000	4389000000	4629000000	4612000000	4067000000	4084000000	4443000000	4875000000
New Caledonia	Merchandise exports (current US$)	51000000	56000000	34000000	46000000	62000000	65000000	78000000	75000000	113000000	134000000	192000000	200000000	190000000	195000000	279000000	327000000	306000000	315000000	222000000	368000000	418000000	343000000	266000000	154000000	207000000	271000000	191000000	225000000	464000000	675000000	449000000	444000000	409000000	359000000	366000000	565000000	535000000	543000000	378000000	468000000	604000000	443000000	492000000	785000000	1033000000	1093000000	1352000000	2104000000	1300000000	993000000	1493000000	1663000000	1326000000	1223000000	1595000000	1219000000	1330000000	1561000000	1936000000
Niger	Merchandise exports (current US$)	13000000	15000000	19000000	20000000	19000000	25000000	35000000	35000000	29000000	24000000	32000000	39000000	54000000	62000000	53000000	91000000	134000000	161000000	282000000	448000000	566000000	455000000	332000000	299000000	259000000	259000000	317000000	312000000	289000000	244000000	282000000	307000000	333000000	287000000	225000000	288000000	325000000	272000000	334000000	287000000	283000000	272000000	279000000	352000000	437000000	489000000	508000000	663000000	910000000	1000000000	1150000000	1250000000	1450000000	1588000000	1445000000	1087000000	1032000000	1206000000	1427000000
Nigeria	Merchandise exports (current US$)	462000000	486000000	468000000	520000000	601000000	749000000	796000000	677000000	591000000	891000000	1240000000	1815000000	2180000000	3462000000	9205000000	7834000000	10566000000	11839000000	9938000000	17334000000	25968000000	17845000000	12185000000	10357000000	11856000000	12548000000	5155000000	7365000000	6875000000	10000000000	13596000000	12264000000	11886000000	9908000000	9415000000	12342000000	16153000000	15207000000	9855000000	13856000000	20975000000	18045000000	17975000000	24031000000	38631000000	50467000000	58726000000	66606000000	86274000000	56742000000	84000000000	1.16E+11	1.147E+11	90555000000	1.031E+11	50216000000	33302000000	44468000000	60665000000
Nicaragua	Merchandise exports (current US$)	63000000	68000000	90000000	107000000	125000000	149000000	142000000	152000000	162000000	159000000	179000000	187000000	249000000	278000000	381000000	375000000	542000000	637000000	646000000	567000000	451000000	508000000	406000000	429000000	386000000	302000000	247000000	273000000	233000000	311000000	330000000	272000000	223000000	267000000	335000000	466000000	466000000	577000000	573000000	545000000	881000000	895000000	914000000	1056000000	1369000000	1654000000	1932000000	2186000000	2531000000	2391000000	3251000000	4133000000	4686000000	4794000000	5126000000	4839000000	4782000000	5170000000	5014000000
Netherlands	Merchandise exports (current US$)	4602000000	4957000000	5260000000	5706000000	6694000000	7343000000	7771000000	8361000000	9535000000	11383000000	13355000000	15773000000	19154000000	27352000000	37423000000	39888000000	46153000000	50110000000	57590000000	73537000000	73960000000	68715000000	66281000000	64684000000	65677000000	68257000000	80317000000	93108000000	1.03213E+11	1.08261E+11	1.31775E+11	1.33631E+11	1.40335E+11	1.40245E+11	1.60885E+11	2.03171E+11	2.08999E+11	2.07832E+11	2.13977E+11	2.18579E+11	2.3313E+11	2.30855E+11	2.44058E+11	2.96012E+11	3.57417E+11	4.06372E+11	4.63629E+11	5.50755E+11	6.37918E+11	4.97891E+11	5.74251E+11	6.67101E+11	6.55374E+11	6.71556E+11	6.7241E+11	5.70442E+11	5.70606E+11	6.52065E+11	7.22668E+11
Norway	Merchandise exports (current US$)	881000000	931000000	972000000	1073000000	1291000000	1443000000	1564000000	1738000000	1938000000	2204000000	2457000000	2555000000	3283000000	4725000000	6282000000	7232000000	7951000000	8880000000	10882000000	13546000000	18543000000	18217000000	17593000000	17998000000	18886000000	19985000000	18092000000	21490000000	22436000000	27108000000	34047000000	34107000000	35145000000	31978000000	34785000000	41992000000	49645000000	48542000000	40399000000	45455000000	60058000000	59191000000	59662000000	68321000000	82527000000	1.03759E+11	1.22208E+11	1.36354E+11	1.71764E+11	1.16778E+11	1.30657E+11	1.6041E+11	1.60953E+11	1.56022E+11	1.44677E+11	1.03809E+11	89505000000	1.04098E+11	1.22972E+11
Nepal	Merchandise exports (current US$)	17000000	5000000	6000000	38000000	43000000	57000000	51000000	50000000	49000000	54000000	42000000	48000000	58000000	63000000	66000000	100000000	98000000	81000000	91000000	109000000	80000000	141000000	88000000	93000000	127000000	160000000	142000000	151000000	191000000	159000000	204000000	257000000	369000000	384000000	362000000	345000000	385000000	406000000	474000000	602000000	804000000	737000000	568000000	662000000	772000000	863000000	838000000	868000000	939000000	823000000	856000000	919000000	911000000	879000000	889000000	721000000	696000000	742000000	840000000
Nauru	Merchandise exports (current US$)																																																							22000000	11000000	18000000	23000000	13000000
New Zealand	Merchandise exports (current US$)	847000000	793000000	798000000	910000000	1074000000	1007000000	1076000000	993000000	1010000000	1211000000	1223000000	1361000000	1792000000	2596000000	2435000000	2162000000	2795000000	3196000000	3738000000	4706000000	5421000000	5622000000	5571000000	5414000000	5518000000	5720000000	5880000000	7195000000	8850000000	8876000000	9394000000	9619000000	9785000000	10542000000	12184000000	13645000000	14362000000	14223000000	12084000000	12474000000	13297000000	13730000000	14383000000	16527000000	20344000000	21730000000	22409000000	26943000000	30580000000	24933000000	31396000000	37669000000	37305000000	39445000000	41622000000	34354000000	33740000000	38063000000	39713000000
OECD members	Merchandise exports (current US$)	89100592797	94765177978	99633230453	1.08526E+11	1.22953E+11	1.34298E+11	1.48182E+11	1.56946E+11	1.76458E+11	2.02777E+11	2.35297E+11	2.62133E+11	3.12041E+11	4.26247E+11	5.71428E+11	6.11712E+11	6.81279E+11	7.71745E+11	9.24722E+11	1.13638E+12	1.33688E+12	1.33124E+12	1.26527E+12	1.25557E+12	1.34821E+12	1.38952E+12	1.60042E+12	1.8761E+12	2.15658E+12	2.30674E+12	2.65714E+12	2.7079E+12	2.88197E+12	2.83557E+12	3.20404E+12	3.82795E+12	3.969E+12	4.08184E+12	4.12927E+12	4.24075E+12	4.60985E+12	4.45242E+12	4.61863E+12	5.31397E+12	6.31406E+12	6.90786E+12	7.79007E+12	8.92422E+12	9.951E+12	7.76068E+12	9.11565E+12	1.06373E+13	1.049E+13	1.07624E+13	1.08386E+13	9.61865E+12	9.51124E+12	1.03989E+13	1.12717E+13
Oman	Merchandise exports (current US$)	2000000	2000000	2000000	2000000	3000000	2000000	2000000	26000000	105000000	141000000	143000000	154000000	167000000	239000000	823000000	1044000000	1134000000	1139000000	1096000000	1570000000	3748000000	4696000000	4421000000	4248000000	4422000000	4972000000	2842000000	3776000000	3268000000	3933000000	5508000000	4871000000	5428000000	5299000000	5545000000	6068000000	7346000000	7630000000	5508000000	7238000000	11319000000	11074000000	11172000000	11669000000	13342000000	18692000000	21585000000	24692000000	37719000000	27651000000	36601000000	47092000000	52138000000	55497000000	50718000000	31927000000	24455000000	32904000000	46637000000
Other small states	Merchandise exports (current US$)	844362149	862520474.8	909051184.6	979414697	1003247500	1065666745	1170077118	1199584397	1202989083	1325557782	1407270248	1753413334	2114310059	3161818477	7283758430	7144166301	8871477041	10025665624	10765617400	15563954988	22086198631	21696944808	19000650033	16656687987	17806516354	16044852710	12836937056	15128154682	15543780715	17763265929	21672682375	21764457666	22486001339	22064388813	23430496064	27001802159	30303400241	31951615873	28220138353	33337357040	43139848248	41743773441	43128481244	51950309986	64766118046	83609612676	1.01157E+11	1.18644E+11	1.62101E+11	1.1452E+11	1.58643E+11	2.22636E+11	2.42534E+11	2.49184E+11	2.39193E+11	1.58501E+11	1.30037E+11	1.46468E+11	1.79333E+11
Pakistan	Merchandise exports (current US$)	400000000	424000000	407000000	407000000	469000000	550000000	634000000	680000000	292000000	332000000	449000000	492000000	1169000000	1060000000	1193000000	1053000000	1186000000	1213000000	1634000000	2462000000	2618000000	2883000000	2397000000	3077000000	2558000000	2740000000	3384000000	4172000000	4522000000	4709000000	5589000000	6528000000	7317000000	6688000000	7365000000	7992000000	9321000000	8717000000	8494000000	8424000000	9028000000	9238000000	9913000000	11930000000	13379000000	16051000000	16930000000	17838000000	20323000000	17523000000	21410000000	25383000000	24567000000	25121000000	24731000000	22089000000	20375000000	21569000000	23485000000
Panama	Merchandise exports (current US$)	21000000	24000000	40000000	39000000	53000000	62000000	71000000	79000000	92000000	108000000	109000000	117000000	123000000	138000000	211000000	286000000	238000000	251000000	256000000	303000000	361000000	328000000	375000000	320000000	276000000	336000000	349000000	358000000	307000000	318000000	340000000	358000000	502000000	553000000	583000000	625000000	623000000	723000000	784000000	822000000	859000000	911000000	846000000	864000000	944000000	7050000000	8034000000	8821000000	9817000000	10717000000	10987000000	14555000000	15945000000	14732000000	12960000000	11348000000	11195000000	11093000000	11480000000
Peru	Merchandise exports (current US$)	433000000	496000000	540000000	541000000	667000000	667000000	764000000	754000000	866000000	866000000	1048000000	893000000	944000000	1112000000	1503000000	1291000000	1360000000	1726000000	1941000000	3491000000	3898000000	3255000000	3259000000	3015000000	3147000000	2979000000	2531000000	2661000000	2701000000	3488000000	3280000000	3393000000	3578000000	3385000000	4424000000	5491000000	5878000000	6825000000	5757000000	6088000000	6955000000	7026000000	7714000000	9091000000	12809000000	17368000000	23830000000	28094000000	31019000000	26962000000	35803000000	46376000000	47411000000	42861000000	39533000000	34414000000	37082000000	45275000000	48942000000
Philippines	Merchandise exports (current US$)	624000000	670000000	507000000	653000000	666000000	698000000	826000000	820000000	858000000	854000000	1041000000	1098000000	1100000000	1885000000	2725000000	2294000000	2555000000	3127000000	3401000000	4567000000	5741000000	5655000000	4969000000	4890000000	5274000000	4611000000	4806000000	5677000000	7022000000	7767000000	8117000000	8801000000	9751000000	11129000000	13304000000	17502000000	20408000000	24882000000	29414000000	36576000000	38078000000	32150000000	35208000000	36231000000	39681000000	41255000000	47410000000	50466000000	49078000000	38436000000	51496000000	48305000000	52099000000	56698000000	62100000000	58827000000	57406000000	68713000000	67488000000
Palau	Merchandise exports (current US$)																																			11000000	14000000	13000000	14000000	11000000	7000000	12000000	17000000	20000000	8000000	6000000	13000000	14000000	11000000	10000000	6000000	6000000	6000000	9000000	7000000	11000000	6000000	7000000	6000000	8000000
Papua New Guinea	Merchandise exports (current US$)	38000000	37000000	39000000	43000000	50000000	59000000	57000000	66000000	83000000	100000000	104000000	120000000	222000000	515000000	654000000	441000000	551000000	683000000	714000000	964000000	1031000000	838000000	771000000	813000000	892000000	912000000	1033000000	1161000000	1399000000	1404000000	1177000000	1460000000	1927000000	2585000000	2632000000	2654000000	2529000000	2163000000	1772000000	1875000000	2096000000	1805000000	1641000000	2207000000	2552000000	3273000000	4166000000	4681000000	5713000000	4394000000	5742000000	6908000000	6328000000	5951000000	8794000000	8453000000	8194000000	9952000000	9540000000
Poland	Merchandise exports (current US$)	1326000000	1504000000	1646000000	1770000000	2097000000	2228000000	2272000000	2527000000	2858000000	3142000000	3548000000	3872000000	4927000000	6432000000	8321000000	10289000000	11024000000	10666000000	12238000000	14082000000	17020000000	13290000000	11220000000	11580000000	11760000000	11490000000	12070000000	12210000000	13960000000	13470000000	14320000000	13800000000	14500000000	14140000000	17240000000	22895000000	24440000000	25750000000	28230000000	27359000000	31747000000	35998000000	41133000000	53762000000	75047000000	89437000000	1.1078E+11	1.40146E+11	1.70458E+11	1.36503E+11	1.59724E+11	1.88696E+11	1.85374E+11	2.04984E+11	2.20052E+11	1.99124E+11	2.03816E+11	2.34364E+11	2.60607E+11
Pre-demographic dividend	Merchandise exports (current US$)	3762970792	3640816582	3785745306	4432748537	4871675529	5129441617	5755740744	5530066017	6241251969	7202957572	8044579375	9303388862	9337550632	13627440856	27007467677	25904974171	31029239762	34983723511	34384339717	55958015457	73460229264	46304727248	39136966652	34369846845	38925784797	40546916093	29221771535	34968195433	35275651368	43295385819	46858562014	32673145571	32626561339	30616178290	29533903113	37420233323	44646437756	47618038434	40932971589	54316556117	73733359151	62671596323	66748235135	77005017000	1.15062E+11	1.54311E+11	1.87542E+11	2.31267E+11	3.13655E+11	2.20645E+11	2.89123E+11	3.89463E+11	3.99584E+11	3.70723E+11	3.70722E+11	2.29906E+11	1.9324E+11	2.42342E+11	3.03205E+11
Puerto Rico	Merchandise exports (current US$)
Korea, Dem. People鈥檚 Rep.	Merchandise exports (current US$)																					900000000	1000000000	1100000000	1200000000	1200000000	1325000000	1628000000	1407000000	1674000000	1686000000	1857000000	1960000000	1010000000	1020000000	1034000000	959000000	909000000	1098000000	651000000	637000000	708000000	826000000	1008000000	1066000000	1278000000	1338000000	1465000000	1685000000	2060000000	1995000000	2555000000	3705000000	3955000000	3835000000	4365000000	4152000000	3006000000	1770000000	300000000
Portugal	Merchandise exports (current US$)	326000000	331000000	370000000	417000000	518000000	584000000	627000000	696000000	734000000	823000000	946000000	1049000000	1298000000	1842000000	2277000000	1939000000	1811000000	1970000000	2414000000	3479000000	4640000000	4148000000	4164000000	4599000000	5200000000	5685000000	7242000000	9320000000	10989000000	12799000000	16417000000	16280000000	18350000000	15428000000	17989000000	22783000000	24618000000	23955000000	24793000000	24541000000	24363000000	24108000000	25908000000	31757000000	35787000000	38738000000	44750000000	52482000000	57137000000	44211000000	49406000000	59617000000	58090000000	62823000000	63833000000	55047000000	55373000000	62157000000	68451000000
Paraguay	Merchandise exports (current US$)	28000000	30000000	33000000	39000000	49000000	56000000	49000000	47000000	46000000	50000000	63000000	64000000	85000000	124000000	167000000	176000000	181000000	279000000	257000000	305000000	310000000	296000000	330000000	269000000	335000000	304000000	234000000	353000000	510000000	1006000000	959000000	737000000	657000000	725000000	1843000000	2019000000	2182000000	2402000000	2278000000	2013000000	2200000000	2357000000	2329000000	2585000000	2874000000	3153000000	3472000000	4724000000	6407000000	5080000000	6505000000	7763000000	7283000000	9456000000	9656000000	8328000000	8494000000	8680000000	9045000000
West Bank and Gaza	Merchandise exports (current US$)
Pacific island small states	Merchandise exports (current US$)	70056763.93	59754298.65	71087010.46	85510461.86	103024652.8	91691941.03	87570954.92	98903666.73	106115392.4	111266625.1	126720323	131871555.6	141143774.4	191625854.3	310104205.1	288469028	253440646	341011600.9	378100475.9	490397347.5	625359642.8	536758441.3	495548580.2	435794281.5	524395483	446096746.8	451247979.5	496578826.7	577968302.4	635152445.4	629025573	610644955.6	638215881.7	679061698.1	811810601.5	909509892.2	1023324530	898430591.2	738284331.1	841019667.8	806774555.6	740298749.5	748356423	934690121.8	979007325.9	1007209183	1002173137	1144189632	1344624259	970949652.4	1273112407	1784774672	2056721152	1840171177	2087944636	1519864234	1622517359	1708227736	1937453161
